id,area,rent_sqft,units,yr_built,lat,lon,low_income,value_imprv_sqft
c4550424,10001,1.57,6,1940,37.8122823629699,-122.243833477077,No,58
c4550426,10498,1.7,9,1951,37.8014099539926,-122.245267590977,No,81
c4552342,14469,2.21,18,1948,37.8126626674149,-122.256727616526,No,62
c4552344,7152,1.98,6,1956,37.8416850986708,-122.2512367386,No,48
c4552345,6732,1.41,8,1949,37.7998117846828,-122.244841465639,No,62
c4552346,3320,1.83,7,1939,37.7869056114467,-122.206778210878,No,74
c4552351,12112,1.52,9,1951,37.8266489822014,-122.247846133581,No,55
c4552352,7143,1.68,8,1960,37.8671090307268,-122.273496316903,No,145
c4553437,8535,1.37,7,1966,37.7025564220935,-122.113970878411,No,80
c4553438,4346,2.26,5,1922,37.8321330208565,-122.268896197682,No,171
c4553440,8854,2.65,10,1959,37.8649137471483,-122.256743896809,No,112
c4553441,6347,1.65,7,1942,37.8528466715036,-122.284629952354,No,71
c4553442,16958,2.53,20,1962,37.6643774356594,-121.882175935257,No,90
c4553449,4428,1.48,5,1949,37.6678173165102,-122.10073596063,No,112
c4553451,11045,1.64,8,1957,37.6639829128474,-121.877026771254,No,128
c4553461,6307,1.52,6,1970,37.6396800615338,-122.072709964015,No,87
c4555945,161175,2.78,202,1971,37.5588720568286,-121.994969489886,No,279
c4557345,6034,1.37,6,1955,37.7935001554254,-122.215214615968,No,81
c4558027,21874,1.49,23,1964,37.6432069048737,-122.082225047091,Yes,83
c4558028,15691,1.81,17,1945,37.800170691816,-122.241432295443,No,68
c4558031,13621,2.49,17,1962,37.8018049755871,-122.217328416981,No,72
c4558032,5849,1.83,11,1956,37.6664726154536,-122.086248616516,No,171
c4558033,4761,1.72,6,1924,37.7748374065649,-122.259441021636,No,54
c4559371,4566,2.31,7,1951,37.8566827173406,-122.269227850419,No,142
c4559372,51464,2.8,72,1969,37.817361931436,-122.259758566064,No,116
c4561716,17203,2.26,19,1959,37.8644798721737,-122.289222971812,No,213
c4561717,3755,2.04,8,1915,37.8382942848284,-122.281168025331,No,130
c4561719,17803,3.43,24,1954,37.8649323063035,-122.262068156424,No,59
c4561721,10615,2.15,12,1960,37.8637121189067,-122.271466105033,No,140
c4563516,5679,1.45,9,1950,37.7683395658234,-122.195389850113,No,72
c4563517,3161,2.13,6,1930,37.8755782633446,-122.295826103831,No,263
c4563519,5996,1.56,7,1957,37.7351739517602,-122.151694878394,No,39
c4563520,19112,2.32,17,1964,37.8641088644376,-122.255466074338,No,79
c4563522,17271,3.24,26,1952,37.8048776793097,-122.230094078981,No,29
c4563524,20255,2.65,26,1958,37.8650876575683,-122.270821904186,No,83
c4563528,10754,1.74,11,1964,37.549555792008,-122.010026836965,No,182
c4563859,4948,1.58,6,1958,37.7311472886017,-122.158946442418,No,133
c4565096,22225,2.59,25,1957,37.8155874465,-122.255036277,No,111
c4565120,12362,1.8,13,1962,37.6744181222723,-122.106362307565,No,61
c4566026,5579,1.4,6,1949,37.8621962949851,-122.271604701498,No,143
c4566028,4750,2.23,7,1936,37.8667323290174,-122.250335312556,No,106
c4568485,4742,1.56,8,1922,37.7956835015,-122.24614318,No,95
c4568486,16401,2.15,28,1951,37.7963601642852,-122.250662564478,No,83
c4568501,9761,1.64,10,1973,37.5266117804685,-122.041457213243,No,67
c4569180,6728,2.24,8,1929,37.8211462232094,-122.253245489712,No,130
c4569629,6443,1.56,6,1951,37.8498602339213,-122.261284007082,No,90
c4569900,14398,2.59,24,1937,37.8292326913186,-122.263131936684,No,146
c4570695,17490,2.06,28,1960,37.7702667157819,-122.173421440316,No,87
c4571041,14644,1.76,19,1951,37.7825210617686,-122.224312775256,Yes,73
c4571042,6186,1.5,5,1941,37.7709868740827,-122.249464867033,No,62
c4571961,5649,2.05,5,1924,37.88039947228,-122.266790227295,No,68
c4572433,14544,2.04,22,1957,37.8189130633093,-122.257525136325,No,74
c4572434,3976,2.05,7,1936,37.8394541173899,-122.261579970238,No,151
c4572441,10272,1.86,13,1959,37.6775532549466,-122.079871402024,No,60
c4572445,14413,1.59,13,1965,37.6361356702135,-122.066365860041,No,84
c4573593,5070,2.21,7,1962,37.8630169439665,-122.292215736105,No,71
c4574021,14896,1.63,9,1957,37.8007692212978,-122.23976864039,No,60
c4574022,27987,1.96,32,1981,37.7834638151931,-122.203395861835,No,89
c4574025,7792,1.66,7,1966,37.8034651570385,-122.217128330785,No,108
c4574555,36754,2.4,44,1977,37.7080860553374,-122.131934063198,No,116
c4575850,4317,1.61,5,1960,37.8774739979639,-122.297642968605,No,126
c4576279,9386,1.39,7,1959,37.795604524731,-122.247931149815,No,37
c4576501,6246,1.84,6,1946,37.8012084817841,-122.244694317665,No,85
c4576502,8038,1.98,12,1959,37.8905369072321,-122.289522949759,No,231
c4576503,9608,2.1,15,1952,37.8768119622447,-122.256454061625,No,197
c4576504,48243,2.77,50,1973,37.6813436591895,-121.876587680804,No,115
c4576513,6026,1.56,5,1956,37.6692702750713,-122.096285190059,No,105
c4578273,11740,1.48,14,1964,37.7623757752879,-122.173273517019,No,94
c4578274,4422,1.63,5,1958,37.7118006403744,-122.140151194949,No,126
c4580519,4403,1.58,7,1944,37.7686763299363,-122.182415779692,No,106
c4580523,4100,1.58,5,1969,37.8584009007294,-122.269996092553,No,181
c4580531,3605,2.03,5,1939,37.7737960609906,-122.284710721131,No,173
c4581656,14082,1.51,13,1962,37.7555103069849,-122.182964334917,No,49
c4581657,19868,1.36,15,1968,37.6856007016038,-122.064091197815,No,202
c4586678,6382,1.42,6,1966,37.7936323477321,-122.212878140852,No,102
c4588254,10411,1.34,6,1970,37.7896078812517,-122.191288844013,No,40
c4588255,16522,2.13,19,1964,37.7288461556742,-122.156538996205,No,135
c4588754,8730,2.08,9,1936,37.8609680418315,-122.251963377958,No,52
c4589205,7014,2.19,5,1937,37.8203614361761,-122.240001098182,No,17
c4590093,5663,1.74,6,1946,37.8746590228426,-122.27183097818,No,118
c4593106,6006,1.32,6,1961,37.776568769735,-122.218208182572,No,69
c4593107,23578,2.02,20,1966,37.6614391702301,-122.07981104755,No,58
c4593108,7165,1.5,11,1949,37.7682611127876,-122.196062129144,No,43
c4593117,14453,2.46,19,1972,37.7012840967263,-122.082506958185,No,132
c4593120,4413,2.26,7,1949,37.8790605718263,-122.27303369823,No,137
c4593121,6023,2.05,7,1924,37.764979437815,-122.239301021259,No,174
c4593122,8515,1.48,9,1959,37.7701401424534,-122.187511502048,No,84
c4594050,10074,1.56,9,1962,37.6863345192609,-122.070303985809,No,101
c4594054,13576,2.06,12,1953,37.6728457153885,-122.067346242413,No,22
c4594056,4706,1.49,7,1947,37.7945292962346,-122.234778714228,No,145
c4594058,6161,2.22,8,1948,37.8588719100739,-122.244375224022,No,153
c4594059,5034,1.92,6,1914,37.7705990898268,-122.267613523574,No,99
c4595518,5145,1.64,5,1953,37.7713634648905,-122.26199994214,No,89
c4595520,5389,1.77,6,1964,37.6439019383776,-122.080156674972,No,120
c4596252,5202,1.54,6,1966,37.6687910098798,-122.091486668545,No,117
c4596254,6859,1.53,9,1956,37.8198137390208,-122.259755706632,No,105
c4597391,359342,3.46,329,2005,37.8459522332715,-122.292671886953,Yes,207
c4598334,4633,3.32,6,1909,37.8725949218225,-122.274076841169,No,116
c4598335,5484,1.89,15,1934,37.7714780298617,-122.19820682406,No,121
c4598337,4363,1.82,8,1937,37.5763308608071,-121.978510821131,No,169
c4598339,7957,1.83,8,1959,37.8692506605678,-122.29721325659,No,104
c4599417,4033,1.5,6,1958,37.7677869384849,-122.173614316755,No,69
c4601235,5322,1.25,5,1964,37.7612328845999,-122.172904157978,No,99
c4601251,7979,2.09,11,1945,37.7629362629388,-122.246797161976,No,131
c4601547,4659,1.93,6,1932,37.836598958292,-122.264409390393,No,104
c4602432,6180,1.63,5,1939,37.8815308765249,-122.268008167834,No,143
c4602563,11284,1.92,20,1940,37.7463983454901,-122.173002464029,No,64
c4603303,6576,1.5,6,1964,37.7924528839057,-122.215478251907,No,96
c4605302,18662,2.04,22,1941,37.8658938791253,-122.273220753676,No,42
c4605304,8167,1.91,12,1960,37.5296364037847,-121.962605167859,No,160
c4605305,8709,1.52,6,1962,37.7179267156997,-122.16403856055,No,57
c4606123,32884,2.36,32,1971,37.6283481177307,-122.044045704901,No,109
c4606766,6597,1.66,8,1969,37.8658608952257,-122.286422377141,No,117
c4606768,5011,1.71,8,1966,37.8635841156348,-122.291248522719,Yes,133
c4606802,10635,2.4,17,1940,37.8650781521238,-122.251208700959,No,124
c4606830,6291,1.69,7,1953,37.7760774740957,-122.286493499238,No,100
c4606843,10921,1.77,10,1957,37.8741258455219,-122.27892798159,No,119
c4606847,10016,1.9,13,1953,37.8623891164794,-122.27023656495,No,145
c4610959,6290,1.91,5,1921,37.828357320355,-122.272104519927,No,57
c4610960,13445,2.23,23,1940,37.7705392411614,-122.192184939955,No,107
c4610961,5813,1.62,7,1964,37.5326125017481,-122.02922246057,No,116
c4612443,32824,2.64,31,1970,37.7020517747625,-122.102879033451,No,178
c4615261,5334,1.51,6,1950,37.7849769142123,-122.198406119143,No,74
c4615262,6039,1.63,5,1986,37.6864906015123,-121.756327484418,No,97
c4615710,3613,1.96,5,1924,37.8395916417372,-122.261562005946,No,88
c4616238,165040,2.89,174,1980,37.7958830374478,-122.256457864107,No,178
c4616992,6602,1.81,6,1966,37.7576274574476,-122.245602366719,No,50
c4616993,4508,1.34,5,1941,37.7842676349769,-122.201985579355,No,133
c4616994,19406,2.46,23,1968,37.6359386786493,-122.070264450516,No,89
c4617384,4437,1.82,8,1939,37.8683256364264,-122.273024781033,No,167
c4617570,5908,2.05,7,1950,37.8780131151621,-122.263714851892,No,162
c4619795,6523,1.77,8,1960,37.711065035601,-122.139273086322,No,98
c4619796,7844,1.38,6,1962,37.7876546679037,-122.213302637304,No,78
c4619797,5820,1.63,7,1959,37.6537815759318,-122.047345768297,No,113
c4621565,3792,2.19,6,1928,37.8596160676488,-122.263541573046,No,226
c4622417,8157,1.52,8,1954,37.8014213728304,-122.2455172272,No,101
c4624657,12343,2.37,12,1954,37.8216385278377,-122.257441141025,No,216
c4625035,5202,1.41,6,1950,37.7726300613912,-122.210679794327,No,79
c4625754,27300,1.92,28,1963,37.7006172106126,-122.11751286026,No,88
c4625761,4755,1.77,7,1950,37.6860573110027,-122.07085841261,No,99
c4625762,6649,2.24,10,1979,37.8286955254499,-122.258383903932,No,174
c4626084,241645,2.98,187,1986,37.7986844391368,-122.258262266986,No,83
c4629640,7471,1.77,9,1973,37.7712656686107,-122.175602405476,No,112
c4629642,7205,1.99,10,1961,37.6762497833531,-122.126214609316,No,169
c4636614,35596,2.36,50,1998,37.7228218017987,-121.723152445403,Yes,149
c4637288,48764,2.06,66,1959,37.7842342936474,-122.230020048033,Yes,48
c4637291,5732,1.46,10,1961,37.7692175819743,-122.181159305294,No,68
c4637296,12583,1.68,14,1965,37.6770637815004,-122.106050837631,No,116
c4638189,7901,2.12,12,1944,37.804542390021,-122.247016549793,No,143
c4638191,20998,2.27,24,1953,37.8009813172719,-122.251553886722,No,79
c4638192,18946,2.06,23,1956,37.7958049883042,-122.251404285255,No,95
c4638193,17837,2.23,17,1947,37.818371472535,-122.249728952218,No,79
c4638194,11433,2.73,17,1941,37.8010523159959,-122.250557645659,No,97
c4641045,5152,1.47,5,1958,37.8646487598561,-122.292748117389,No,62
c4642081,4315,1.66,8,1947,37.7807718325047,-122.223430962392,No,92
c4642085,3307,1.4,5,1917,37.7836103191231,-122.229113661581,No,117
c4642415,9182,2.53,15,1954,37.8640067163059,-122.257321142177,No,55
c4642982,3878,1.49,5,1954,37.6944026579062,-122.109302778922,No,115
c4642983,5901,1.62,6,1960,37.8718041122863,-122.276221767757,No,123
c4642985,6527,1.84,7,1955,37.8777810741946,-122.271073069153,No,122
c4642986,8734,1.58,11,1963,37.6439025883715,-122.080871334226,No,106
c4643296,12747,1.6,15,1959,37.7793165980731,-122.225958035929,No,58
c4643313,8662,2.17,12,1950,37.7977069724354,-122.229583663301,No,120
c4643324,12137,2.72,15,1953,37.797483923561,-122.229853938921,No,101
c4644351,9517,1.32,8,1963,37.7915028477532,-122.213359705762,No,38
c4644544,73136,2.86,84,1970,37.7163308287341,-122.142680439533,No,109
c4646076,11671,1.36,16,1962,37.760934584099,-122.179448566767,No,65
c4646078,10813,2,15,1951,37.8670560660829,-122.27674963732,No,86
c4646080,10279,1.72,15,1951,37.7975925446871,-122.229710200397,No,103
c4646081,7515,1.63,6,1958,37.7695322061944,-122.255887643851,No,46
c4646082,5211,1.51,8,1957,37.8002330231794,-122.229473068753,No,161
c4646975,8568,1.5,6,1966,37.5456166850252,-122.001576371515,No,87
c4650956,52809,2.56,71,1963,37.6544688489421,-122.091401332971,No,66
c4651324,7689,1.65,8,1971,37.8660980478184,-122.286471389763,No,105
c4651338,12831,1.75,10,1960,37.7981220623078,-122.206031785769,No,65
c4651339,3613,2.26,5,1934,37.7686193081454,-122.248759725353,No,148
c4651340,5049,1.96,6,1963,37.7671923223929,-122.253056918414,No,129
c4651341,5950,1.45,8,1962,37.6619732461766,-122.109320045597,No,111
c4653201,8181,1.37,6,1965,37.791117765255,-122.193034462729,No,90
c4653203,19620,3.02,25,1953,37.8111094624026,-122.251203494514,No,105
c4653204,4415,1.54,6,1961,37.6614358078489,-122.107364104201,No,81
c4653382,14671,2.14,19,1945,37.8051417137917,-122.237360795062,No,125
c4653383,9381,1.87,8,1955,37.8766267331852,-122.273228695164,No,52
c4653435,5637,1.92,6,1944,37.820541328686,-122.268406995497,No,121
c4654381,9505,1.58,9,1941,37.7952010767688,-122.251186913912,No,115
c4654382,9234,2.09,10,1937,37.8777607703792,-122.262956110433,No,137
c4656204,15950,2.76,24,1945,37.8665322714071,-122.256076105535,No,242
c4662475,53924,2.44,33,2002,37.7721346574916,-122.235175767661,No,151
c4662819,52593,2.59,62,1973,37.708479800007,-121.934298675334,No,129
c4662823,162489,3.06,196,1984,37.6354035662384,-122.054871140068,No,195
c4662851,21674,1.86,20,1961,37.6980150094004,-122.115453106261,No,77
c4662865,17122,2.48,21,1958,37.8118061753666,-122.251514579749,No,112
c4666429,9060,1.48,6,1949,37.8559188131843,-122.247304327687,No,101
c4666435,8162,1.73,8,1974,37.6624943749158,-121.854190080203,No,117
c4666447,7482,1.35,8,1959,37.7700468886749,-122.193016846511,No,131
c4666462,5913,1.48,7,1963,37.6745258942342,-122.092029945368,No,114
c4666478,12465,1.98,8,1955,37.8023179493975,-122.201423200051,No,147
c4666784,22418,2.12,27,1960,37.7973462798673,-122.241764260934,No,93
c4666785,15619,2.2,16,1933,37.8592084372346,-122.255364567923,No,98
c4667551,17525,2.79,19,1948,37.7676820897344,-122.248327653575,No,104
c4668296,5057,2.04,6,1949,37.878731536906,-122.270705420223,No,86
c4675354,5437,1.78,5,1939,37.8047682454981,-122.230256841269,No,100
c4675408,22724,1.78,18,1957,37.7973411813395,-122.242803809604,No,37
c4675419,53620,2.62,53,1965,37.6944120494563,-122.077757668943,No,56
c4675478,5535,1.69,7,1954,37.7701683686215,-122.251858436384,No,168
c4675479,5277,1.5,5,1925,37.8517977909743,-122.252228530907,No,108
c4675480,3399,2.08,6,1932,37.8640869839672,-122.273030242779,No,120
c4675481,3740,1.85,5,1910,37.8551408244969,-122.253175254618,No,182
c4675482,5997,1.68,6,1962,37.874148131,-122.2787570495,No,130
c4675483,5028,1.86,8,1954,37.8610105670565,-122.288271663881,No,134
c4675484,4425,1.42,6,1961,37.7842496734228,-122.21620732987,No,101
c4675485,8014,1.63,8,1969,37.6969645149155,-122.084855463353,No,117
c4676300,7392,1.46,8,1966,37.6399454962672,-122.080173385377,No,109
c4681608,3639,2.26,6,1931,37.8498220647392,-122.27527752316,No,159
c4681643,7685,1.49,7,1941,37.8523092747158,-122.277388936543,No,69
c4681644,15122,2.88,24,1945,37.8248555148823,-122.253421040274,No,128
c4681645,3221,1.77,5,1944,37.798646733205,-122.207206452384,No,111
c4681656,834465,2.87,576,1966,37.7785148463239,-122.282587228793,No,206
c4681680,37444,3.07,46,1982,37.8216379490812,-122.252501535018,No,127
c4681682,8696,1.74,8,1962,37.6976659971371,-122.079103696261,No,104
c4683506,11097,1.63,13,1967,37.6338117869031,-122.06634573455,No,62
c4685120,7832,1.77,8,1951,37.878728092337,-122.262147683078,No,155
c4685503,9241,1.75,6,1933,37.8092583734637,-122.252341007053,No,66
c4685504,11137,2.3,14,1938,37.810006863005,-122.257759162834,No,127
c4687874,5164,1.96,6,1935,37.8441006656757,-122.287663692073,No,224
c4691986,16656,2.45,24,1949,37.8017072660465,-122.251988367071,No,98
c4691991,4376,2.73,6,1939,37.8700925885438,-122.27882809886,No,90
c4691995,32380,2.36,36,1972,37.8133347118893,-122.257313371911,No,108
c4694436,9859,1.66,9,1947,37.8057212279905,-122.249943246343,No,133
c4694441,4052,2.02,6,1929,37.7628166063676,-122.24667987778,No,124
c4694443,10942,1.89,10,1950,37.8645772153653,-122.271867696038,No,82
c4694444,5223,1.47,5,1941,37.8508342939656,-122.274624367715,No,136
c4694740,12509,1.46,13,1964,37.7740634113247,-122.179374156619,No,56
c4695455,7331,1.8,9,1971,37.5349124172993,-121.959759364822,No,116
c4695462,4713,1.71,6,1939,37.8307037476784,-122.253825851208,No,71
c4698288,7802,1.76,10,1966,37.8715576842307,-122.286492753427,No,126
c4698291,12872,2.2,18,1962,37.8131181390275,-122.258717243655,No,117
c4701635,5586,1.81,8,1963,37.6652595621212,-122.113808071178,No,123
c4702433,8803,1.43,8,1959,37.800362124006,-122.210623127853,No,44
c4702634,8207,1.92,15,1930,37.7790325707134,-122.218576179417,No,103
c4706204,63187,1.97,63,1967,37.6426588961083,-122.082271903121,No,66
c4706518,9745,1.31,11,1964,37.731852040561,-122.178960163061,No,102
c4706579,14138,2.58,18,1946,37.8032235604829,-122.238618283527,No,134
c4706872,26709,1.65,6,1959,37.7777232596292,-122.191423893432,No,19
c4706874,6147,1.32,6,1962,37.7939354851774,-122.235743594842,No,64
c4708059,13211,1.72,9,1964,37.678237872434,-122.078958104029,No,79
c4708061,6419,1.88,7,1960,37.6521953200189,-122.080675716567,No,113
c4709272,11609,2.17,16,1939,37.7728116538377,-122.279114976763,No,114
c4709367,6850,1.78,9,1956,37.8002062319646,-122.21427574643,Yes,131
c4709372,4954,1.51,5,1961,37.7052796695698,-122.178238178239,No,126
c4709373,4943,1.45,7,1931,37.7810916912203,-122.219484278807,No,67
c4710125,16896,1.8,19,1971,37.6402192558032,-122.072147533468,No,97
c4710133,5505,1.49,5,1956,37.6763959388944,-122.108287106144,No,83
c4710476,27157,3.53,22,1968,37.8385821513553,-122.24660158797,No,224
c4710504,5264,1.51,7,1955,37.8506230734706,-122.28430501596,No,107
c4710507,10571,1.61,7,1921,37.8655385902997,-122.264679027758,No,60
c4710508,5621,1.85,7,1964,37.685405788812,-122.126978424905,No,135
c4710511,5116,1.67,11,1960,37.7878732780394,-122.201970969823,No,183
c4712077,6115,1.83,14,1959,37.7430214441275,-122.153018804132,No,171
c4712079,14016,1.83,16,1952,37.8114899458606,-122.253676278695,No,121
c4712081,32371,2.31,27,1960,37.8121776587169,-122.252843826893,No,97
c4712083,5720,1.95,8,1949,37.8714217419645,-122.296126550208,No,160
c4714608,136510,3.12,164,1971,37.5431709260639,-121.973675295257,No,217
c4714786,10846,1.63,10,1963,37.7932908218202,-122.214835606969,No,85
c4715045,6039,1.4,6,1960,37.7768427779174,-122.205588665168,No,85
c4716548,13824,1.45,12,1966,37.7938153481538,-122.226962628011,No,63
c4718606,48100,3.21,71,1969,37.5243820101682,-121.959496243332,No,305
c4718630,22605,2.25,21,1971,37.549843682342,-122.010520278279,No,108
c4718631,13313,1.77,14,1949,37.6774162505972,-122.102381922371,No,51
c4718634,12718,3.25,13,1955,37.8624221930086,-122.262242751165,No,133
c4718640,7503,1.53,8,1965,37.6854464122514,-122.12665812102,No,129
c4719320,7680,1.56,6,1952,37.8028629592113,-122.236478222251,No,91
c4720218,8199,1.74,13,1957,37.6668467870313,-122.116812955739,No,87
c4720685,69747,3,76,1960,37.8030871791181,-122.263545468735,No,76
c4721509,7129,1.35,7,1962,37.7538549677701,-122.184700974249,No,70
c4722544,7514,1.6,10,1960,37.7043191996569,-122.120335373585,No,117
c4722545,13432,2.4,18,1950,37.8456705333174,-122.261531621645,No,130
c4722554,5735,1.36,6,1959,37.7838656742259,-122.22659567089,No,98
c4722555,6743,1.36,8,1958,37.7857133583471,-122.207435030342,No,52
c4725196,4168,2.35,9,1930,37.775349112395,-122.226530400604,No,154
c4725812,4877,1.33,6,1944,37.7507532404668,-122.181125240335,No,92
c4728161,21411,2.48,23,1961,37.8030333610289,-122.214739713735,No,69
c4729016,21776,3.34,25,1955,37.8599807973119,-122.25618820383,No,76
c4729017,8832,2.37,13,1952,37.8634716459794,-122.266256506358,No,120
c4729018,13554,1.94,15,1962,37.8131406448718,-122.257386785993,No,115
c4729020,16080,2.13,26,1952,37.7726207579274,-122.209882650813,No,94
c4729021,6684,1.58,8,1964,37.7017018398248,-122.11255539858,No,76
c4729044,20105,2.42,25,1969,37.5490764823685,-121.990731610624,No,99
c4729589,4518,2.02,6,1943,37.8399163737957,-122.261325196529,No,61
c4729681,5058,1.62,6,1941,37.7734904916895,-122.263718337763,No,56
c4730388,6956,1.57,11,1962,37.7907430849604,-122.218898582191,No,153
c4730755,11100,1.28,13,1961,37.7492024408419,-122.161852848276,No,83
c4731055,6383,1.7,8,1938,37.816503542792,-122.259785870105,No,107
c4733702,6301,1.74,9,1956,37.8677422920139,-122.282144914584,No,116
c4735626,4720,1.63,6,1954,37.8545485971086,-122.268163943233,No,38
c4738999,10234,1.69,9,1971,37.8015877769981,-122.204725034002,No,103
c4739000,7745,1.66,7,1974,37.7585637016189,-122.243865646081,No,103
c4739003,5005,2.03,5,1932,37.8573118329422,-122.256018378342,No,157
c4739006,10604,2.58,13,1948,37.7340758588394,-122.150080847698,No,84
c4740506,13629,1.66,6,1957,37.6856876224754,-122.069992418149,No,61
c4741276,14298,1.69,13,1965,37.7887996081406,-122.213663993004,No,92
c4741319,19429,2.21,22,1957,37.8171988351842,-122.258208282065,No,125
c4743821,5083,2.54,8,1937,37.8621869814348,-122.255828092429,No,158
c4743822,6538,1.45,5,1952,37.8012303620857,-122.244523827524,No,84
c4743835,7285,1.57,6,1933,37.7932053586863,-122.247259880234,No,42
c4746843,6319,1.92,9,1935,37.8650615305436,-122.253504990381,No,137
c4747480,15264,1.69,12,1975,37.671252267719,-122.099747312681,No,73
c4749270,4418,1.61,6,1920,37.8531007914501,-122.253490571656,No,145
c4749271,7751,2.11,10,1950,37.825563357712,-122.255692889124,No,146
c4749277,19399,2.44,24,1951,37.7330212058054,-122.162870524745,No,71
c4751136,4992,2.03,5,1952,37.8775261142469,-122.271026781977,No,147
c4751880,8927,1.29,8,1967,37.793395268956,-122.213052929238,No,72
c4752886,20736,2.46,22,1957,37.82064836296,-122.253752824515,No,114
c4752887,8454,2.28,13,1963,37.8337450263181,-122.256509046443,No,209
c4753003,8900,2,12,1949,37.8030545931489,-122.215453369767,No,117
c4753460,12275,2.22,12,1950,37.8624637851971,-122.262867219531,No,124
c4754905,35026,2.74,46,1956,37.8250806795074,-122.255282441907,No,132
c4758470,18421,1.8,19,1957,37.8119511147994,-122.259821364586,No,93
c4761339,4297,1.52,6,1952,37.6676322297926,-122.109394854528,No,128
c4761342,4909,1.56,6,1961,37.7936684243297,-122.208275353343,No,91
c4761402,8477,1.41,6,1964,37.6621633314328,-122.109336266605,No,63
c4765342,4690,2.15,6,1930,37.8468401047647,-122.270817303944,No,173
c4765511,16940,1.99,15,1959,37.8108608625096,-122.25461594282,No,100
c4770022,409201,2.99,343,2001,37.5540825188175,-121.973694754735,Yes,173
c4770150,6125,1.69,8,1952,37.7316111734032,-122.159402530686,No,131
c4772421,31290,1.72,38,1971,37.7841424990919,-122.202150888039,No,84
c4772532,8013,1.38,6,1956,37.7846190433226,-122.208283895221,No,70
c4773382,11370,1.92,10,1961,37.8757841886742,-122.270249747635,No,50
c4774225,39407,3.2,29,1968,37.8794714675208,-122.2724439269,No,63
c4775166,7980,1.98,9,1956,37.7629686131798,-122.248551326175,No,93
c4784242,18327,2.57,18,1970,37.8246816448536,-122.208937061213,No,91
c4784270,21271,1.63,14,1966,37.6745331206201,-122.077282357686,No,74
c4785362,3367,1.65,7,1936,37.7981214514163,-122.246026830293,No,113
c4785939,13962,2,15,1969,37.8743668231748,-122.274141991447,No,110
c4787175,14195,3.48,17,1942,37.8012352720962,-122.252224145303,No,64
c4793168,6855,1.34,5,1944,37.7995365633961,-122.241916108663,No,48
c4797656,29291,2.43,39,1961,37.8200322940526,-122.258340663115,No,124
c4801021,5048,1.81,6,1961,37.7715935668942,-122.271496731071,No,108
c4803590,116855,3.07,167,1979,37.5389643683149,-121.96105350687,No,104
c4804082,6616,1.41,8,1963,37.7494013917024,-122.161011618575,No,122
c4804085,12550,1.41,8,1950,37.8008483075331,-122.245896757257,No,50
c4804086,11039,1.49,8,1963,37.6299117485647,-122.052484090529,No,79
c4804093,27565,1.74,34,1936,37.7965089746968,-122.246728045895,Yes,76
c4804330,8648,1.36,8,1961,37.8007555474049,-122.241296699877,No,44
c4806447,7710,1.58,7,1965,37.8517492222003,-122.27462890124,No,62
c4808246,7922,1.56,11,1954,37.7684898244909,-122.171952603896,No,57
c4810545,38388,2.3,44,1963,37.7283842849768,-122.15701839813,No,134
c4813313,20953,1.95,11,1930,37.8662900803005,-122.261582329113,No,22
c4813693,10951,1.87,13,1926,37.7947184228631,-122.232336599958,No,39
c4817404,12989,2.09,16,1964,37.5412513241197,-122.02200016878,No,122
c4823717,6628,2.33,6,1960,37.8459258117331,-122.24491519746,No,159
c4825007,6697,1.75,8,1925,37.7709662351186,-122.256997287123,No,45
c4825124,3868,1.92,6,1928,37.8557607939896,-122.269344860981,Yes,126
c4827338,5266,1.3,5,1967,37.7468279838326,-122.169992623,No,90
c5008562,8474,1.52,6,1968,37.7726698234604,-122.15372872903,No,74
c5008580,6206,1.55,7,1956,37.8540093361383,-122.27990386105,No,143
c5012238,142448,2.35,72,1989,37.6410277466267,-122.097306027474,No,79
c5012275,17746,1.81,15,1959,37.7263996730253,-122.155572653764,No,26
c5012303,47721,2.55,44,1970,37.7265111403433,-122.155163858475,No,31
c5012334,21946,2.31,21,1969,37.7217001866775,-122.152966022707,No,95
c5012338,64624,2.48,42,1983,37.7251953413167,-122.159772453295,No,28
c5012342,36214,2.32,32,1965,37.7213729985289,-122.15230608097,No,69
c5012374,5792,1.58,5,1951,37.7257516443121,-122.148413084567,No,80
c5012576,6070,1.6,5,1962,37.7272481126692,-122.154018396333,No,57
c5012607,44190,2.65,63,1964,37.7201241589915,-122.152641308915,No,64
c5014991,316785,3.07,374,1991,37.7223543830192,-122.158222769238,No,112
c5039146,4548,1.78,6,1937,37.8292798330195,-122.256319539228,No,45
c5039152,5670,2.9,11,1927,37.8294123012152,-122.256272943529,No,45
c5039187,12892,1.71,10,1961,37.8285541004681,-122.257509006231,No,43
c5039219,7662,2.74,10,1935,37.8271762934244,-122.251892916205,No,147
c5048499,4780,1.98,6,1968,37.8609551143013,-122.292774854299,No,118
c5048513,7360,1.96,10,1962,37.8611976429344,-122.295133357267,Yes,139
c5051083,20744,3.66,23,1995,37.8636251036701,-122.271832153878,No,314
c5057185,8851,1.78,10,1946,37.801855207177,-122.245590679007,No,110
c5059058,4695,1.81,6,1958,37.8642022278234,-122.295672880077,No,123
c5059892,5578,1.66,5,1930,37.8526137135381,-122.250068539568,No,169
c5062830,12150,2.19,18,1939,37.8694514376313,-122.27430368865,No,154
c5079095,79315,2.6,83,1965,37.5554544679477,-121.999746475766,No,34
