id,area,rent_sqft,units,yr_built,lat,lon,low_income,value_imprv_sqft
r30928.1,15573,1.94,21,1967,37.700177328881,-122.177481501501,No,74
r30950.1,9586,1.52,10,1960,37.6996209621394,-122.184135958794,No,55
r30974.1,36308,2.57,50,1917,37.8064722557842,-122.271624622968,No,27
r30976.1,16140,2.54,26,1953,37.8061035138546,-122.266656876841,No,23
r30978.1,13422,2.55,19,1907,37.8051489579146,-122.267252622558,No,11
r30979.1,49955,3.04,61,1909,37.8035377604085,-122.2676800258,No,223
r30980.1,14657,2.01,21,1921,37.8043241477651,-122.265710980327,No,50
r30982.1,47864,2.89,74,1936,37.8035964205341,-122.266164950299,No,85
r30983.1,12549,1.93,18,1926,37.8034113289521,-122.266280423388,No,45
r30984.1,12280,2.82,22,1925,37.8042678879467,-122.266328916324,No,69
r30985.1,26636,2.4,36,1933,37.8048576383855,-122.265960993978,No,55
r30986.1,98629,3.07,123,1968,37.8039263769026,-122.266165892917,No,75
r30987.1,61917,2.71,88,1975,37.8048465845522,-122.265370570735,No,94
r30988.1,26268,2.53,37,1954,37.8045139535468,-122.265592578961,No,78
r30990.1,37725,3.11,51,1929,37.8032796823883,-122.264841446337,No,84
r30994.1,44411,3.13,53,1928,37.8031118254371,-122.265627572821,No,88
r30995.1,13370,2.1,16,1937,37.8033075054526,-122.265505504735,No,111
r30996.1,19411,2.33,26,1947,37.8034490308793,-122.265417219193,No,105
r30997.1,17312,2.67,22,1922,37.8038391504037,-122.265173853216,No,89
r30998.1,23046,2.6,25,1922,37.8039935950499,-122.265069805703,No,87
r30999.1,11051,2.69,13,1927,37.8042730084479,-122.264893601099,No,85
r31000.1,10295,2.04,14,1924,37.8043960728319,-122.264816826684,No,117
r31001.1,26499,2.62,34,1928,37.8045560576842,-122.264717025103,No,98
r31003.1,8422,3.03,12,1926,37.8026500414476,-122.264531806292,No,114
r31004.1,9467,2.66,14,1927,37.8025011149586,-122.264534344751,No,86
r31005.1,8851,2.46,14,1931,37.8025359464285,-122.264314183901,No,103
r31006.1,4843,1.77,7,1918,37.8022635880973,-122.264638593347,No,151
r31007.1,15414,3.09,25,1936,37.8023818562641,-122.264564804743,No,127
r31008.1,22835,2.85,36,1943,37.804327481085,-122.263350510843,No,67
r31010.1,29395,3.01,48,1939,37.8027581946263,-122.263750897503,No,70
r31011.1,12939,3.06,21,1938,37.8028926760095,-122.264051735855,No,66
r31012.1,20748,3.02,34,1941,37.802987780328,-122.264282161023,No,67
r31013.1,22408,2.78,33,1946,37.8031769054625,-122.264064638168,No,71
r31014.1,37296,3.25,53,1950,37.8033813067675,-122.263940502903,No,87
r31017.1,15504,2.56,22,1937,37.8041664827834,-122.263026829218,No,55
r31018.1,16311,3.25,23,1939,37.8039870788715,-122.262849381737,No,60
r31019.1,43968,3.09,66,1970,37.8037420917766,-122.263137147054,No,121
r31020.1,16867,2.71,27,1949,37.8034145312646,-122.263341374545,No,79
r31021.1,14419,2.73,26,1931,37.8039046755244,-122.262263580946,No,115
r31022.1,8936,2.5,17,1922,37.8027097775932,-122.262911963508,No,132
r31023.1,11597,3.3,18,1923,37.8034425005565,-122.262455177434,No,121
r31024.1,23222,2.96,35,1928,37.8036271165218,-122.262340078038,No,122
r31025.1,6591,1.82,10,1917,37.8038193609128,-122.262046365006,No,124
r31026.1,14732,3.71,24,1928,37.8037584356804,-122.261891267673,No,136
r31028.1,16019,2.56,23,1930,37.8026482346603,-122.262367102196,No,105
r31029.1,169694,4.43,381,1948,37.801965363356,-122.263362945795,No,141
r31034.1,15800,2.67,16,1930,37.8055293712998,-122.262725760481,No,189
r31037.1,11839,2.49,15,1933,37.8046342785,-122.262791441,No,67
r3104.1,5602,2,5,1934,37.8364374900609,-122.253793703368,No,33
r31041.1,4930,2.22,6,1907,37.8109293993155,-122.271591122247,No,58
r31048.1,7237,2.16,7,1908,37.8109562978983,-122.27007154555,No,50
r31052.1,4829,1.61,6,1906,37.8109189218872,-122.269847975063,No,55
r31054.1,15048,2.72,27,1917,37.8115120906192,-122.264037927703,No,134
r31055.1,7608,1.96,16,1918,37.8124392890852,-122.268573800999,No,98
r31058.1,5570,1.82,7,1907,37.8116942789116,-122.271661384001,No,53
r31064.1,9382,2.11,13,1913,37.812024176883,-122.27166953391,No,49
r31065.1,3740,1.7,5,1904,37.8119660002964,-122.271331175248,No,47
r31066.1,11626,2.6,17,1906,37.8118472829726,-122.270637405718,No,47
r31069.1,9749,1.65,15,1913,37.8117000226004,-122.269780496873,No,57
r31078.1,7062,1.81,7,1913,37.8141847550267,-122.273132205566,No,40
r31085.1,5575,1.98,7,1946,37.8130106381392,-122.269091822567,No,137
r31089.1,6793,1.64,9,1911,37.8135191567151,-122.267539961786,No,46
r3109.1,6457,2.92,10,1932,37.8365381999783,-122.254006167929,No,31
r31090.1,25969,2.54,39,1913,37.8133286016878,-122.267766773558,No,36
r31092.1,5490,1.6,10,1905,37.8130243499076,-122.264440113944,No,67
r31093.1,17721,2.14,19,1921,37.8128356283518,-122.263377617559,No,47
r31099.1,26123,2.55,28,1911,37.8118103345678,-122.262638478804,No,12
r31101.1,14033,2.04,18,1911,37.8123483542176,-122.262328531416,No,24
r31110.1,34394,4.15,60,1979,37.813746628201,-122.264015836251,No,361
r31119.1,6516,1.87,11,1916,37.8150440625114,-122.269374073673,No,114
r31125.1,26909,2.67,38,1920,37.8148394271118,-122.269604749719,No,127
r31138.1,3800,1.51,6,1910,37.8154246178255,-122.273508452005,No,42
r31144.1,4234,1.57,5,1911,37.8158312888644,-122.274289153305,No,38
r31151.1,7964,2.71,15,1943,37.813435425863,-122.267090292063,No,248
r31152.1,35454,3.32,32,2016,37.8133520060633,-122.266531379401,No,266
r31153.1,57723,3.82,74,1957,37.8129272503759,-122.26726084605,No,271
r31159.1,4138,2.41,5,1954,37.7058556123616,-122.127138596051,No,110
r31183.1,4820,2.59,11,1958,37.7082540582245,-122.125602455865,No,108
r3122.1,48340,3.62,69,1960,37.8357343641422,-122.249617380118,No,114
r31222.1,5599,1.94,7,1953,37.7038707736244,-122.12250017136,No,59
r31227.1,3131,1.44,5,1948,37.7013772661163,-122.121919794347,No,95
r31246.1,8603,1.6,10,1972,37.7052449016588,-122.120299550508,No,111
r31255.1,8592,1.64,11,1959,37.7035119996221,-122.120299242719,No,79
r31259.1,4810,1.72,8,1953,37.7026905358353,-122.120327328378,No,71
r31263.1,4018,2.14,6,1948,37.7008037157827,-122.120503677083,No,66
r31266.1,7503,1.71,9,1961,37.701625602,-122.120424654835,No,71
r31272.1,5037,2.57,6,1953,37.7022928439259,-122.118994580291,No,60
r31277.1,8702,1.49,12,1967,37.70404461622,-122.118182852493,No,62
r31292.1,12023,1.81,16,1954,37.7049047142546,-122.117921510308,No,51
r31311.1,12393,1.67,15,1968,37.7029309699896,-122.117268469426,No,100
r31313.1,9083,1.88,12,1968,37.7030277074798,-122.116415870571,No,148
r31319.1,4349,1.42,5,1965,37.7031542998946,-122.11703138698,No,98
r3133.1,4848,1.71,6,1944,37.8383358321609,-122.252234241878,No,69
r31332.1,4150,1.6,6,1948,37.700038347699,-122.116518968436,No,97
r31347.1,8042,1.51,9,1962,37.6998802882279,-122.115289398836,No,132
r31348.1,17989,1.88,20,1963,37.7006856463031,-122.116482749288,No,148
r31367.1,7734,1.62,11,1957,37.6992138379136,-122.118723168376,No,123
r31378.1,11192,1.62,12,1961,37.6989895238776,-122.11280811789,No,67
r31387.1,32728,2.26,37,1964,37.6974598536171,-122.114596661875,No,93
r31392.1,8830,2.08,12,1951,37.6984181721381,-122.114977106608,No,62
r31399.1,16374,2.42,25,1962,37.6990241847923,-122.109398878303,No,57
r31401.1,9871,1.59,14,1968,37.6987938737683,-122.109615965639,No,64
r31403.1,17720,3.55,40,1956,37.6976520618539,-122.111010042352,No,245
r31408.1,20523,2.2,21,1965,37.6987814029088,-122.110814922702,No,44
r31424.1,20491,2.03,19,1965,37.6975110420092,-122.109340683909,No,62
r31427.1,12361,1.79,13,1962,37.6979034800562,-122.10886260483,No,59
r31429.1,41030,2.63,69,1969,37.695999056222,-122.109612877664,No,82
r31432.1,17120,2.05,23,1962,37.694562881971,-122.11147169687,No,73
r31435.1,15297,2.27,23,1968,37.6961277995463,-122.111023112919,No,94
r31436.1,20424,1.91,21,1965,37.6963246629834,-122.110783311788,No,63
r31443.1,8704,1.71,9,1965,37.6950821877614,-122.109269129682,No,77
r31459.1,6656,1.4,9,1967,37.6946651212869,-122.10984106566,No,83
r31477.1,4676,1.5,5,1952,37.6941386038452,-122.10852588656,No,43
r31488.1,8082,1.42,8,1964,37.6947301977421,-122.106805644038,No,50
r31502.1,10407,1.43,13,1947,37.6961443566937,-122.106873111516,No,70
r31533.1,5048,1.81,11,1954,37.6920783829168,-122.108540095207,No,111
r31578.1,8378,1.52,8,1971,37.7023690996856,-122.107060847851,No,73
r31589.1,68402,2.69,75,1973,37.7013676439723,-122.105194956286,No,141
r31669.1,6604,1.45,10,1960,37.6917833717408,-122.111382631158,No,41
r31684.1,6488,1.43,7,1951,37.6896981335616,-122.113564415542,No,51
r31745.1,6741,2.13,11,1934,37.6987507149152,-122.119978329398,No,17
r319.1,26444,2.77,28,1968,37.8116507835761,-122.253289559107,No,107
r31913.1,7066,1.64,8,1967,37.6282063403055,-122.051729377123,No,143
r3195.1,3378,3.18,7,1923,37.8413607102882,-122.257769396964,No,35
r31956.1,76998,2.88,95,1987,37.6929674802072,-122.086171600311,No,120
r31964.1,8682,1.59,8,1974,37.6988799180708,-122.082835677633,No,96
r31969.1,8612,1.65,8,1976,37.6964648376308,-122.082643299392,No,99
r3198.1,6930,2.19,8,1936,37.8415476512667,-122.258101940838,No,41
r31991.1,4502,1.86,5,1951,37.6991545685573,-122.085603782118,No,63
r32046.1,6900,1.66,7,1963,37.6999337293154,-122.091364586438,No,60
r3206.1,5883,2.09,7,1922,37.8439844007881,-122.255521517309,No,97
r32087.1,17480,1.9,22,1965,37.6962132769842,-122.090177397776,No,75
r3209.1,4704,2.06,6,1931,37.8418582859212,-122.253798002477,No,47
r32121.1,7076,1.54,8,1962,37.6922878058323,-122.095469217959,No,92
r32138.1,7228,1.62,11,1972,37.6927451556173,-122.096288171516,No,127
r32153.1,11613,1.58,12,1963,37.6914498128443,-122.097735978194,No,97
r32167.1,4830,1.79,5,1960,37.6934602294289,-122.079535419765,No,45
r32175.1,5566,1.51,6,1966,37.693744592366,-122.079542060122,No,52
r32192.1,70325,1.45,96,1994,37.692573404699,-122.076548335351,Yes,44
r32195.1,8701,2.57,13,1963,37.6936082469768,-122.076304553323,No,46
r32217.1,7358,1.61,8,1977,37.6984204713414,-122.075031755432,No,77
r32218.1,9248,1.83,7,1978,37.6984144828353,-122.075410597738,No,98
r32220.1,12573,1.84,11,1981,37.6996303053565,-122.07667695435,No,102
r32224.1,6648,1.87,7,1983,37.6995647426923,-122.076984412679,No,130
r32225.1,7767,1.77,7,1979,37.6985503701141,-122.074384914683,No,120
r32232.1,40520,3.15,63,1973,37.7008151279902,-122.077800767936,No,116
r32235.1,13880,1.73,12,1971,37.7006688462796,-122.076116904912,No,134
r32324.1,6588,1.74,8,1964,37.703490443804,-122.064010604379,No,51
r32327.1,5572,1.69,5,1959,37.7013136329377,-122.068232046456,No,73
r32341.1,11927,2.41,18,1965,37.6954380375695,-122.068160199391,No,62
r32359.1,7819,1.83,8,1961,37.7003314167076,-122.070078567049,No,67
r32451.1,6998,2.76,12,1954,37.6974716479508,-122.048529656542,No,18
r32459.1,516723,3.41,451,1983,37.5884030219819,-122.016445137621,No,142
r32470.1,28210,2.33,35,1971,37.5827186219017,-122.022583956448,No,70
r32485.1,20471,2.25,24,1972,37.5819167794713,-122.021520501432,No,73
r32509.1,7007,1.54,10,1941,37.8162023007085,-122.272147553649,No,58
r32519.1,3824,1.92,6,1908,37.8165728520097,-122.274824169933,No,31
r32530.1,4629,1.59,7,1906,37.8167482625242,-122.271425066701,No,69
r32531.1,3600,2.71,21,1918,37.8147515519224,-122.267932729129,No,152
r32532.1,3151,1.57,6,1908,37.815000722825,-122.266921825464,No,131
r32536.1,7481,2.2,13,1923,37.8154471325356,-122.266837934238,No,47
r32550.1,16597,3.03,32,1958,37.817015597398,-122.26683707708,No,207
r32553.1,49977,3.8,99,1966,37.8167715165606,-122.265390830691,No,187
r32554.1,13464,1.76,20,1976,37.8168951739488,-122.266124271868,Yes,280
r32555.1,17322,2.88,37,1963,37.8169572450018,-122.266491678002,No,246
r32583.1,6254,1.55,7,1949,37.8190224450389,-122.274138135216,No,84
r32587.1,7292,1.65,9,1913,37.8195438546171,-122.274545264856,No,89
r32597.1,4177,1.56,6,1910,37.8199751627534,-122.274789749228,No,70
r326.1,21545,2.73,29,1955,37.8127250621393,-122.252617024587,No,128
r32604.1,4347,1.88,7,1908,37.818445873401,-122.271623304486,No,32
r32613.1,5983,1.69,8,1931,37.8191568859255,-122.271492186192,No,54
r32617.1,3845,1.75,6,1956,37.8188158224864,-122.270887593,No,36
r32620.1,4889,1.67,8,1915,37.817693453145,-122.268188460923,No,100
r32621.1,3811,1.88,5,1909,37.8177272654664,-122.268331094062,No,113
r32623.1,3514,1.79,5,1918,37.8192915707343,-122.270773753677,No,76
r32627.1,4885,1.89,8,1926,37.8190725498243,-122.268660111643,No,118
r32631.1,142643,3.97,172,2001,37.8187685810781,-122.267943907971,No,473
r32644.1,4361,1.89,5,1941,37.818518884879,-122.260642550197,No,75
r32653.1,6799,1.77,11,1952,37.8201605680896,-122.259879957033,No,71
r32660.1,11585,2.3,19,1917,37.8196303559796,-122.267440988829,No,81
r32675.1,6676,1.49,8,1919,37.8200231069664,-122.27116818951,No,55
r32679.1,6580,1.42,6,1915,37.8204246800744,-122.271596652977,No,41
r32683.1,7840,1.47,8,1918,37.8199127639504,-122.271292890922,No,41
r32699.1,4869,1.56,7,1958,37.8214381073318,-122.274204931124,No,88
r32701.1,5173,1.59,7,1953,37.8215991018767,-122.275224482175,No,82
r32709.1,6453,1.62,8,1934,37.8220297887915,-122.275469312202,No,76
r3271.1,5267,1.96,6,1938,37.8464458586793,-122.254406221368,No,47
r32729.1,5103,1.4,6,1916,37.8211211629046,-122.270956890869,No,41
r32731.1,4534,1.5,6,1907,37.8213333113028,-122.271198398063,No,31
r32735.1,8362,2.06,15,1946,37.8204388116549,-122.267918183529,No,75
r32737.1,5651,1.58,6,1932,37.8206973374426,-122.270401012889,No,54
r32743.1,8559,2.34,18,1951,37.8203856534148,-122.267191358252,No,91
r32745.1,4255,1.66,5,1910,37.8216027641204,-122.266856054799,No,71
r32748.1,5080,1.63,6,1911,37.8214909266328,-122.266886286266,No,58
r32758.1,5202,1.87,6,1917,37.8216892731563,-122.267706988638,No,78
r32759.1,3920,1.69,5,1906,37.8216390709108,-122.267499258452,No,78
r32796.1,7048,1.5,9,1946,37.8224139766017,-122.274611765023,No,61
r328.1,11748,1.93,13,1941,37.8120970403147,-122.25234953812,No,90
r32814.1,4342,1.61,6,1910,37.8240764826812,-122.276965664053,No,76
r32829.1,7506,1.64,10,1936,37.8244488438442,-122.275153777209,No,57
r32859.1,3483,1.64,5,1920,37.8224984792185,-122.267516528055,No,23
r32870.1,8679,2.29,11,1952,37.8210197116497,-122.258543069225,No,119
r32875.1,4564,2.22,8,1949,37.8209233512373,-122.259193216396,No,97
r32879.1,5630,2.59,7,1936,37.822377821832,-122.257389148509,No,85
r32880.1,3453,2.24,5,1921,37.8207491726134,-122.258972199356,No,87
r32884.1,6039,2.08,10,1953,37.8204587829015,-122.259274238317,No,90
r32886.1,13231,2.91,24,1938,37.8222819736319,-122.264292788947,No,101
r32888.1,5976,1.9,9,1912,37.8230309258198,-122.266454546294,No,127
r32902.1,4109,1.59,6,1945,37.823852828088,-122.270911702662,No,68
r32909.1,4082,1.51,7,1950,37.824733804872,-122.274608907461,No,81
r32911.1,4227,1.45,6,1955,37.8247734858828,-122.274775457308,No,84
r32920.1,3672,1.55,5,1942,37.82528315365,-122.276799083999,No,43
r32926.1,5606,1.94,8,1960,37.8256513724685,-122.276666993252,No,60
r32930.1,5835,1.77,10,1934,37.82414341239,-122.265429916641,No,71
r32941.1,4631,1.89,6,1924,37.8237583827603,-122.26314321645,No,46
r32942.1,3691,2.45,7,1930,37.8237215428326,-122.26297611017,No,55
r32949.1,5661,2.12,10,1957,37.82184692056,-122.26494516696,No,20
r32992.1,5230,1.49,6,1970,37.5268630911474,-122.04348131248,No,106
r33.1,5623,1.85,9,1955,37.7966929163974,-122.267727334505,No,94
r33036.1,5680,1.55,7,1966,37.5266311302195,-122.03906380527,No,99
r33043.1,10549,1.57,14,1966,37.5262827413381,-122.040327576088,No,122
r33057.1,5044,1.58,6,1965,37.525282008045,-122.042643488129,No,59
r33060.1,6526,1.56,8,1965,37.5260063327751,-122.04296888684,No,57
r33064.1,4479,1.57,5,1974,37.5252905679974,-122.043507293898,No,63
r33101.1,3768,2.07,7,1952,37.5252665031912,-122.038192618863,No,97
r33109.1,6946,1.61,7,1984,37.5307777130517,-122.040825395411,No,57
r33110.1,14146,1.83,16,1977,37.5306443192579,-122.040623484359,No,50
r33112.1,6620,1.53,8,1983,37.5305128906182,-122.040424548977,No,103
r33113.1,11224,1.62,12,1980,37.5303321691447,-122.040294115823,No,69
r33125.1,7254,1.5,7,1974,37.5331276119832,-122.034949049489,No,95
r33175.1,289669,3.07,321,1998,37.5274793898102,-122.035267631482,No,170
r33181.1,4947,1.53,7,1965,37.5293815146159,-122.032977899336,No,67
r33186.1,9580,1.59,11,1968,37.5300538445469,-122.029010210102,No,67
r33187.1,12511,1.8,16,1970,37.529881308505,-122.028669822698,No,71
r33189.1,11669,2,14,1971,37.5292133128215,-122.027348896291,No,99
r33228.1,5543,1.82,6,1957,37.5321971673586,-122.029560888946,No,57
r33231.1,5544,1.69,8,1963,37.5314843352442,-122.030272961041,No,76
r33234.1,6296,2.02,9,1963,37.531714752973,-122.029955767103,No,71
r33244.1,14545,2.83,30,1986,37.5418736717744,-122.054775880502,No,146
r33256.1,11209,1.66,12,1963,37.5473531023308,-122.043736699464,No,77
r33269.1,50168,2.66,50,1990,37.5498529467046,-122.045352313791,No,102
r33270.1,110532,2.17,154,1994,37.5494931397948,-122.044403462204,Yes,98
r33279.1,5208,2.22,8,1948,37.6613252096616,-121.873358775229,No,109
r33282.1,4582,2.55,7,1943,37.6612630476391,-121.874129874829,No,106
r33289.1,7560,2.27,12,1943,37.6651998090487,-121.877254114146,No,13
r33295.1,5054,2.27,7,1944,37.6628278698997,-121.877286043205,No,32
r33308.1,14292,1.95,13,1959,37.6635559612095,-121.881345061737,No,62
r33309.1,6850,1.91,6,1942,37.665236549543,-121.883237676841,No,53
r33339.1,12756,1.95,14,1975,37.6607135471752,-121.877637405198,No,79
r33368.1,4120,1.95,6,1943,37.6600198223922,-121.871535319449,No,42
r33390.1,3172,1.99,5,1944,37.6623319758888,-121.870219113192,No,60
r33392.1,32970,2.66,48,1980,37.6641374619371,-121.867493970227,No,142
r33393.1,8862,1.8,12,1973,37.663576991936,-121.867360302178,No,103
r33399.1,60377,3.82,88,2012,37.6882021328707,-121.929380060033,No,471
r33405.1,6074,1.56,9,2012,37.7022613496087,-121.929475754217,No,4098
r33408.1,3558,2.57,6,2010,37.7007919432037,-121.930583637329,No,464
r3341.1,4855,1.6,8,1946,37.8423053491027,-122.261968277957,No,55
r33410.1,2120,2.94,20,2015,37.7031890906626,-121.926766620738,No,326
r33478.1,93159,2.86,75,2001,37.7132822779549,-121.912172809872,No,157
r33485.1,424232,2.96,278,2012,37.7016963382674,-121.929201420197,No,266
r33498.1,3596,3.06,16,2015,37.6704886177527,-121.851082201434,No,231
r33499.1,3596,3.06,16,2015,37.6693329976984,-121.851453682836,No,231
r33505.1,4375,2.91,8,1967,37.6663469782328,-121.872626351431,No,32
r33570.1,459022,4.23,349,2015,37.6686795492563,-121.856062806688,No,277
r33576.1,603858,3.4,381,2013,37.698720417813,-121.855490569128,No,341
r33578.1,1259,2.16,8,1890,37.654594803749,-121.897986293112,No,47047
r33580.1,122243,3.03,100,2002,37.6561966300563,-121.895281858051,No,214
r33603.1,1127,3.28,8,1984,37.6521454958039,-121.877268434621,No,507
r33606.1,18583,2.47,17,1976,37.6484613043489,-121.878368514991,No,90
r33636.1,4409,2.12,8,1923,37.6798237433333,-121.764540763667,No,268
r33717.1,10859,1.97,16,1912,37.6783218220144,-121.770733342873,No,106
r33729.1,3057,2.89,7,1947,37.6761705912567,-121.774200944252,No,309
r33749.1,3817,1.89,6,1901,37.6761929655254,-121.76718777731,No,38
r33752.1,8195,1.88,8,1972,37.6768653082095,-121.764700272452,No,146
r33754.1,4521,1.86,6,1942,37.6770127999664,-121.761181450884,No,20
r33755.1,4851,1.77,6,1945,37.6765100965997,-121.76117343461,No,18
r33765.1,10868,1.66,14,1970,37.6748799429527,-121.760225860494,No,119
r33784.1,3093,2.59,5,1953,37.6771571420156,-121.778311486316,No,50
r33785.1,4358,2.42,7,1955,37.6774445887665,-121.778724269754,No,51
r33786.1,6120,1.47,13,1960,37.6753055523924,-121.782827426883,No,313
r33806.1,7172,1.86,12,1964,37.672235973754,-121.779589437184,No,66
r33811.1,6113,1.56,7,1947,37.6739049510974,-121.760685798801,No,107
r33813.1,5952,2.17,10,1946,37.6740318646221,-121.761285760489,No,173
r33839.1,14969,1.83,16,1979,37.6887560835047,-121.769955137663,No,86
r33844.1,27124,2.42,33,1980,37.6892367417364,-121.771157869129,No,98
r33847.1,5675,1.98,10,1965,37.6895319065851,-121.772896259569,No,109
r33887.1,8101,1.58,10,1954,37.68803411776,-121.771178678098,No,69
r33969.1,4898,1.49,5,1955,37.686142548833,-121.770314109164,No,89
r33986.1,8022,1.66,7,1968,37.6851144541814,-121.77234123902,No,71
r33987.1,6200,1.48,6,1965,37.6851463023359,-121.77272552418,No,85
r33993.1,6131,1.5,5,1968,37.6853138426159,-121.772214073472,No,131
r33997.1,8541,1.83,8,1956,37.6848230416388,-121.773956803649,No,84
r34010.1,7890,1.67,10,1965,37.6843676228664,-121.776562197219,No,58
r34024.1,9278,1.75,7,1977,37.6849667049812,-121.771191316826,No,89
r34042.1,7506,1.55,9,1971,37.6857737830949,-121.768080901923,No,60
r34049.1,19966,2.05,22,1971,37.6860204461334,-121.766425445389,No,83
r34058.1,13045,2.24,19,1980,37.6868432743061,-121.762264213269,No,100
r34060.1,6496,1.47,8,1959,37.6826296541629,-121.779710771245,No,64
r34086.1,6295,1.56,8,1954,37.6850710627266,-121.781830974873,No,138
r34090.1,6529,1.63,9,1955,37.6850798671697,-121.780863391902,No,117
r341.1,19060,2.65,26,1955,37.8158516574168,-122.252559467194,No,92
r34134.1,94302,3.04,126,1981,37.681225028842,-121.791402011924,No,162
r34135.1,173565,2.93,219,1989,37.6812561464232,-121.77449745873,No,204
r34153.1,7033,1.56,7,2014,37.7055918346649,-121.859034642659,No,1
r34154.1,4145,2.06,14,2006,37.7060177668704,-121.858868473317,No,937
r34158.1,7033,1.56,7,2014,37.7051583687593,-121.85867037249,No,1
r34160.1,7033,1.56,7,2014,37.7052357818472,-121.85826915757,No,1
r34162.1,7033,1.56,7,2014,37.7050455892528,-121.85782880244,No,1
r34164.1,7033,1.56,7,2014,37.7056321427987,-121.858140645951,No,1
r34170.1,532659,2.56,616,2008,37.7072946966447,-121.8586034534,No,138
r34179.1,597096,3.9,481,2014,37.7035318670124,-121.89848532976,No,269
r34182.1,3836,2.95,10,2006,37.7041621745739,-121.898491594653,No,259
r34245.1,427320,3.59,303,2000,37.7075044668306,-121.886558959436,No,181
r34246.1,487279,3.46,364,2000,37.7100636454135,-121.886640456176,No,123
r34280.1,65370,2.86,82,1988,37.6922392501129,-121.776285025963,No,121
r34287.1,108851,3.61,146,1981,37.6963373416789,-121.781237932664,No,113
r34308.1,3053,2.24,5,1944,37.6883964287312,-121.754832330678,No,19
r34311.1,284895,3.77,227,2004,37.6791378198831,-121.785085744222,Yes,124
r34313.1,44482,2.56,49,1972,37.7052553960028,-121.736877377751,No,63
r34314.1,80055,3.02,174,1986,37.7078596783266,-121.734195235793,No,151
r34343.1,4289,1.99,6,1948,37.6881088445986,-121.756017323237,No,19
r34354.1,6165,1.79,6,1958,37.6734040356856,-121.755881729267,No,134
r346.1,33682,2.67,47,1967,37.8155639717496,-122.252548085998,No,96
r348.1,4526,1.75,6,1939,37.8138597840184,-122.252423358312,No,93
r3498.1,5807,1.57,5,1918,37.8398177989498,-122.278412296958,No,40
r352.1,35810,2.92,49,1968,37.8153040906133,-122.25243615968,No,97
r3567.1,4515,1.73,6,1899,37.8400924419536,-122.283514114958,No,83
r3606.1,3980,1.84,6,1915,37.8419828926058,-122.284668198122,No,66
r361.1,8587,1.78,10,1944,37.8145238580154,-122.252093521814,No,69
r3619.1,3377,1.48,5,1923,37.8425690111504,-122.279735710664,No,64
r3688.1,19459,2.16,29,1917,37.8450451472182,-122.276626353522,No,153
r3689.1,7744,1.65,8,1903,37.8450482826778,-122.276049602773,No,119
r3717.1,3842,1.77,7,1939,37.8451877223477,-122.272603022261,No,47
r3718.1,7289,1.7,7,1926,37.8453147476658,-122.272615444728,No,44
r3723.1,17843,2.01,24,1961,37.8454839582839,-122.271226204586,No,51
r3736.1,16230,2.16,28,1959,37.8445617992927,-122.271046216628,No,57
r3739.1,5344,1.66,7,1915,37.8433517070913,-122.273343482034,No,43
r375.1,12024,2.16,18,1953,37.8134185363365,-122.252961869736,No,89
r3775.1,5356,2.41,7,1941,37.8447633155561,-122.268528643444,No,58
r379.1,6587,2,8,1939,37.8131712086354,-122.252928304595,No,54
r380.1,15446,2.65,30,1959,37.8130484580896,-122.253193620169,No,104
r3810.1,5557,1.59,7,1919,37.8467839932521,-122.267903956144,No,82
r385.1,17396,2.62,27,1958,37.8143393930517,-122.253369516944,No,167
r390.1,7119,1.73,10,1955,37.8141708510124,-122.253294884187,No,147
r392.1,13698,2.04,16,1966,37.8139169397987,-122.253576882655,No,112
r393.1,9128,1.99,13,1959,37.8136442261735,-122.254029037875,No,152
r3940.1,4554,1.95,5,1944,37.8493523199631,-122.264763756268,No,48
r3979.1,4356,1.57,5,1929,37.8446492619178,-122.25720719709,No,96
r4.1,68438,3.99,87,2004,37.7948733772593,-122.270430058509,No,233
r405.1,5840,1.71,6,1953,37.8138194762219,-122.255443715776,No,85
r406.1,10377,2.23,15,1971,37.8136867963303,-122.255839919088,No,163
r41.1,5328,1.93,7,1936,37.797384944,-122.267006539,No,48
r410.1,2914,2.03,5,1927,37.8146000308801,-122.255148260827,No,30
r4141.1,5294,2.27,7,1928,37.85054087237,-122.252966253716,No,22
r416.1,12615,2.19,17,1961,37.8151173543705,-122.253713936359,No,72
r422.1,7308,2.06,13,1945,37.8153379436908,-122.254759541761,No,117
r4225.1,6161,1.83,9,1939,37.852437472635,-122.259323823192,No,39
r4238.1,5675,1.98,6,1910,37.8525313481355,-122.261291020016,No,49
r4242.1,4081,1.95,5,1901,37.8521760415634,-122.261232265947,No,38
r4261.1,4360,2.05,6,1922,37.8502961378416,-122.261488022512,No,20
r4347.1,8923,2.14,13,1943,37.8465477993229,-122.270665636895,No,45
r4350.1,3290,1.77,5,1922,37.8462015471077,-122.271379059309,No,19
r4351.1,4453,1.77,6,1923,37.8462137071083,-122.2717690406,No,14
r436.1,6001,2.05,9,1947,37.8160767952064,-122.253448697768,No,96
r44.1,5686,1.6,6,1940,37.7974950965,-122.268359655,No,63
r4400.1,5362,1.74,9,1939,37.8452006250732,-122.280113777023,No,47
r4425.1,4337,1.68,5,1947,37.8459634448771,-122.279605513474,No,37
r451.1,15792,2.53,22,1952,37.8161313465205,-122.255861366477,No,102
r4567.1,4673,1.52,6,1936,37.7927425496733,-122.25580198472,No,64
